title,label
Dana Darurat.,Dana Darurat
Uang Muka Pembiayaan Konsumen untuk Kendaraan Bermotor pada Perusahaan Pembiayaan.,"Uang Muka, Perusahaan Pembiayaan, Kendaraan Bermotor"
"Tata Cara Pelaksanaan Koordinasi, Pengawasan, dan Pembinaan Teknis Terhadap 
 Kepolisian Khusus, Penyidik Pegawai Negeri Sipil, dan Bentuk-Bentuk Pengamanan Swakarsa.","Pembinaan Teknis, Tata Cara Pelaksanaan, Pengamanan Swakarsa"
Jual Beli Tenaga Listrik Lintas Negara.,"Tenaga Listrik, Lintas Negara, Jual Beli"
Petunjuk Pelaksanaan Evaluasi Akuntabilitas Kinerja Instansi Pemerintah di Lingkungan Kementerian Keuangan.,"Evaluasi Akuntabilitas, Kinerja Instansi Pemerintah, Kementerian Keuangan"
Perubahan Kedua atas Peraturan Menteri Keuangan Nomor 67/PMK.08/2009 tentang Penjualan Surat Utang Negara di Pasar Perdana dalam Denominasi Yen di Jepang.,"Surat Utang Negara, Denominasi Yen, Perubahan Kedua"
Tarif Layanan Badan Layanan Umum Politeknik Kesehatan Surabaya pada Kementerian Kesehatan.,"Politeknik Kesehatan, Tarif Layanan Blu, Kementerian Kesehatan"
Tarif Layanan Badan Layanan Umum Institut Agama Islam Negeri Sumatera Utara pada Kementerian Agama.,"Institut Agama Islam Negeri, Kementerian Agama, Tarif Layanan Blu"
Tarif Layanan Badan Layanan Umum Institut Agama Islam Negeri Mataram pada Kementerian Agama.,"Institut Agama Islam Negeri, Tarif Layanan Blu, Kementerian Agama"
Standar Biaya Tahun Anggaran 2013.,"Standar Biaya, Tahun Anggaran 2013"
Perubahan atas Peraturan Menteri Keuangan Nomor 84/PMK.02/2011 tentang Standar Biaya Tahun Anggaran 2012.,"Tahun Anggaran 2012, Perubahan, Standar Biaya"
"Pedoman Umum dan Alokasi Dana Tambahan Penghasilan Guru Pegawai Negeri Sipil Daerah Kepada Daerah Provinsi, Kabupaten, dan Kota Tahun Anggaran 2012.","Tahun Anggaran 2012, Tambahan Penghasilan, Guru Pegawai Negeri Sipil"
"Pedoman Umum dan Alokasi Tunjangan Profesi Guru Pegawai Negeri Sipil Daerah Kepada Daerah Provinsi, Kabupaten, dan Kota Tahun Anggaran 2012.","Tahun Anggaran 2012, Tunjangan Profesi, Guru Pegawai Negeri Sipil"
Pembangunan dan Pelestarian Lingkungan Hidup Bandar Udara.,"Lingkungan Hidup, Pembangunan, Bandar Udara"
Penyelenggaraan Kesejahteraan Sosial.,"Kesejahteraan Sosial, Penyelenggaraan"
Jenis dan Tarif atas Jenis Penerimaan Negara Bukan Pajak yang Berlaku pada Kementerian Pekerjaan Umum.,"Jenis Dan Tarif, Kementerian Pekerjaan Umum, Penerimaan Negara Bukan Pajak"
Cetak Biru Pengembangan Sistem Logistik Nasional.,"Sistem Logistik Nasional, Cetak Biru, Pengembangan"
Gugus Tugas Pencegahan dan Penanganan Pornografi.,"Pornografi, Penanganan, Gugus Tugas Pencegahan"
Perubahan atas Peraturan Presiden Nomor 31 Tahun 2010 tentang Komite Ekonomi Nasional.,"Komite, Ekonomi Nasional, Perubahan"
Pengelolaan Daerah Aliran Sungai.,"Pengelolaan, Daerah Aliran Sungai"
Penambahan Penyertaan Modal Negara Republik Indonesia Ke dalam Modal Perusahaan Umum (Perum) Percetakan Negara Republik Indonesia.,"Perum Percetakan Negara, Penyertaan Modal Negara, Penambahan"
Pemberian dan Penghimpunan Data dan Informasi yang Berkaitan dengan Perpajakan.,"Data Dan Informasi, Pemberian, Perpajakan"
Pembiayaan Perlindungan Lahan Pertanian Pangan Berkelanjutan.,"Perlindungan, Lahan Pertanian, Pangan"
Kawasan Ekonomi Khusus Sei Mangkei.,"Kawasan Ekonomi, Khusus, Sei Mangkei"
Pelaksanaan Undang-Undang Nomor 43 Tahun 2009 tentang Kearsipan.,"Undang-Undang, Pelaksanaan, Kearsipan"
Kebijakan Pengadaan Gabah/Beras dan Penyaluran Beras oleh Pemerintah.,"Beras, Pengadaan, Penyaluran"
Rencana Umum Pengadaan Barang/Jasa Pemerintah di Lingkungan Kementerian Keuangan Tahun 2012.,"Pengadaan Barang/Jasa, Kementerian Keuangan, Tahun 2012"
Izin Lingkungan.,"Lingkungan, Izin"
Kawasan Ekonomi Khusus Tanjung Lesung.,"Tanjung Lesung, Khusus, Kawasan Ekonomi"
Sistem Informasi Lahan Pertanian Pangan Berkelanjutan.,"Pangan, Lahan Pertanian, Sistem Informasi"
Tata Cara Pelaksanaan Sewa Barang Milik Negara.,"Tata Cara Pelaksanaan, Sewa, Barang Milik Negara"
Ketentuan Penyertaan Modal Perusahaan Pembiayaan di Bidang Pelayaran.,"Modal Perusahaan, Ketentuan, Pelayaran"
Nomor dan Nama Rekening Kas Umum Negara.,"Nomor Dan Nama, Rekening Kas Umum Negara"
Tata Cara Pengelolaan Dana Cadangan Penjaminan dalam Rangka Pelaksanaan Anggaran Kewajiban Penjaminan Pemerintah.,"Dana Cadangan, Penjaminan Pemerintah, Pelaksanaan Anggaran"
Perubahan atas Peraturan Pemerintah Nomor 23 Tahun 2010 tentang Pelaksanaan Kegiatan Usaha Pertambangan Mineral dan Batubara.,"Pertambangan Mineral Dan Batubara, Kegiatan Usaha, Perubahan"
Perubahan atas Peraturan Menteri Keuangan Nomor 62/PMK.01/2009 tentang Organisasi dan Tata Kerja Instansi Vertikal Direktorat Jenderal Pajak.,"Direktorat Jenderal Pajak, Perubahan, Instansi Vertikal"
Perubahan atas Peraturan Menteri Keuangan Nomor 240/PMK.07/2011 tentang Pedoman Umum dan Alokasi Dana Otonomi Khusus Provinsi Papua dan Provinsi Papua Barat Serta Dana Tambahan Infrastruktur Provinsi Papua dan Provinsi Papua Barat Tahun Anggaran 2012.,"Dana Tambahan, Provinsi Papua Barat, Perubahan"
Perubahan Kedua atas Keputusan Menteri Keuangan Nomor 231/KMK.03/2001 tentang Perlakuan Pajak Pertambahan Nilai dan Pajak Penjualan atas Barang Mewah atas Impor Barang Kena Pajak yang Dibebaskan Dari Pungutan Bea Masuk.,"Pajak Pertambahan Nilai, Bea Masuk, Perubahan Kedua"
Pedoman Umum dan Alokasi Bantuan Operasional Sekolah untuk Sekolah di Daerah Terpencil Tahun Anggaran 2012.,"Pedoman Umum, Bantuan Operasional Sekolah, Daerah Terpencil"
Harga Jual Eceran dan Konsumen Pengguna Jenis Bahan Bakar Minyak Tertentu.,"Bahan Bakar Minyak Tertentu, Penggunaan, Harga Jual Eceran"
Pelaksanaan Sisa Pekerjaan Tahun Anggaran Berkenaan yang Dibebankan pada Daftar Isian Pelaksanaan Anggaran (Dipa) Tahun Anggaran Berikutnya.,"Pelaksanaan, Dipa, Sisa Pekerjaan Tahun Anggaran"
Perubahan Kedelapan atas Peraturan Pemerintah Nomor 34 Tahun 1985 tentang Pemberian Tunjangan Veteran Kepada Veteran Republik Indonesia.,"Pemberian Tunjangan, Perubahan Kedelapan, Veteran Republik Indonesia"
Perubahan Kesepuluh atas Peraturan Pemerintah Nomor 14 Tahun 1985 tentang Pemberian Tunjangan Perintis Pergerakan Kebangsaan/Kemerdekaan.,"Perubahan Kesepuluh, Pemberian Tunjangan, Pergerakan Kebangsaan"
Perubahan Kesebelas atas Peraturan Pemerintah Nomor 10 Tahun 1980 tentang Pemberian Tunjangan Kehormatan Kepada Bekas Anggota Komite Nasional Indonesia Pusat dan Janda/Dudanya.,"Perubahan Kesebelas, Komite Nasional Indonesia"
"Penetapan Pensiun Pokok Purnawirawan, Warakawuri/Duda, Tunjangan Anak Yatim/Piatu, Anak Yatim Piatu, dan Tunjangan Orang Tua Anggota Kepolisian Negara Republik Indonesia.","Kepolisian Negara Republik Indonesia, Pensiun Pokok, Tunjangan Anak Yatim/Piatu"
"Penetapan Pensiun Pokok Purnawirawan, Warakawuri/Duda, Tunjangan Anak Yatim/Piatu, Anak Yatim Piatu, dan Tunjangan Orang Tua Anggota Tentara Nasional Indonesia.","Tunjangan Anak Yatim/Piatu, Pensiun Pokok, Tentara Nasional Indonesia"
Penetapan Pensiun Pokok Pensiunan Pegawai Negeri Sipil  dan Janda Dudanya.,"Janda/Dudanya, Pensiun Pokok, Pegawai Negeri Sipil"
Perubahan Kedelapan atas Peraturan Pemerintah Nomor 29 Tahun 2001 tentang Peraturan Gaji Anggota Kepolisian Negara Republik Indonesia.,"Gaji, Kepolisian Negara Republik Indonesia, Perubahan Kedelapan"
Perubahan Kedelapan atas Peraturan Pemerintah Nomor 28 Tahun 2001 tentang Peraturan Gaji Anggota Tentara Nasional Indonesia.,"Gaji, Perubahan Kedelapan, Tentara Nasional Indonesia"
Perubahan Keempat Belas atas Peraturan Pemerintah Nomor 7 Tahun 1977 tentang Peraturan Gaji Pegawai Negeri Sipil.,"Pegawai Negeri Sipil, Perubahan Keempat Belas, Gaji"
Perubahan atas Peraturan Menteri Keuangan Nomor 196/PMK.03/2007 tentang Tata Cara Penyelenggaraan Pembukuan dengan Menggunakan Bahasa Asing dan Satuan Mata Uang Selain Rupiah Serta Kewajiban Penyampaian Surat Pemberitahuan Tahunan Pajak Penghasilan Wajib Pajak Badan.,"Surat Pemberitahuan Pajak, Wajib Pajak Badan, Perubahan"
Bea Masuk Ditanggung Pemerintah atas Impor Barang dan Bahan untuk Memproduksi Barang dan/atau Jasa Guna Kepentingan Umum dan Peningkatan Daya Saing Industri Sektor Tertentu untuk Tahun Anggaran 2012.,"Impor Barang Dan Bahan, Industri Sektor Tertentu, Bea Masuk Ditanggung Pemerintah"
Perubahan atas Peraturan Menteri Keuangan Nomor 100/PMK.010/2007 tentang Laporan Teknis Dana Pensiun.,"Laporan Teknis, Perubahan, Dana Pensiun"
Perubahan Kedua atas Keputusan Menteri Keuangan Nomor 510/KMK.06/2002 tentang Pendanaan dan Solvabilitas Dana Pensiun Pemberi Kerja.,"Pendanaan, Dana Pensiun, Perubahan Kedua"
Perubahan atas Keputusan Menteri Keuangan Nomor 509/KMK.06/2002 tentang Laporan Keuangan Dana Pensiun.,"Dana Pensiun, Perubahan, Laporan Keuangan"
Perubahan atas Peraturan Menteri Keuangan Nomor 199/PMK.010/2008 tentang Investasi Dana Pensiun.,"Investasi, Perubahan, Dana Pensiun"
Perusahaan Modal Ventura.,"Perusahaan, Modal Ventura"
Tarif Layanan Badan Layanan Umum Institut Agama Islam Negeri Raden Intan Lampung pada Kementerian Agama.,"Tarif Layanan Blu, Kementerian Agama, Institut Agama Islam Negeri"
Tarif Layanan Badan Layanan Umum Institut Agama Islam Negeri Sultan Maulana Hasanuddin Banten pada Kementerian Agama.,"Tarif Layanan Blu, Institut Agama Islam Negeri, Kementerian Agama"
"Penatausahaan dan Pemindahbukuan Pajak Bumi dan Bangunan Sektor Pertambangan untuk Pertambangan Minyak Bumi, Gas Bumi, dan Panas Bumi.","Pertambangan Minyak Bumi Dan Gas Bumi, Pajak Bumi Dan Bangunan, Penatausahaan"
Tata Cara Pengadaan Pembiayaan yang Bersumber Dari Kreditor Swasta Asing.,"Pembiayaan, Tata Cara Pengadaan, Kreditor Swasta Asing"
Tarif Layanan Badan Layanan Umum Universitas Hasanuddin pada Kementerian Pendidikan dan Kebudayaan.,"Universitas Hasanuddin, Tarif Layanan Blu, Kementerian Pendidikan Dan Kebudayaan"
Kegiatan Usaha Penyediaan Tenaga Listrik.,"Kegiatan Usaha, Penyediaan, Tenaga Listrik"
Penyusunan dan Pelaksanaan Daftar Isian Pelaksanaan Anggaran Lanjutan Program/Kegiatan Nasional Pemberdayaan Masyarakat Mandiri Tahun Anggaran 2012 dengan Sumber Dana Dari Sisa Anggaran Program/Kegiatan Nasional Pemberdayaan Masyarakat Mandiri Tahun Anggaran 2011.,"Sisa Anggaran, Dipa, Pemberdayaan Masyarakat Mandiri"
Penghematan Energi dan Air di Lingkungan Kementerian Keuangan.,"Energi Dan Air, Kementerian Keuangan, Penghematan"
Pengadaan Tanah Bagi Pembangunan untuk Kepentingan Umum.,"Pengadaan Tanah, Pembangunan, Kepentingan Umum"
Tarif Layanan Badan Layanan Umum Universitas Islam Negeri Sunan Gunung Djati Bandung pada Kementerian Agama.,"Kementerian Agama, Universitas Islam Negeri Sunan Gunung Djati Bandung, Tarif Layanan Blu"
Perkiraan Alokasi Tambahan Dana Bagi Hasil Sumber Daya Alam Pertambangan Minyak Bumi dan Gas Bumi untuk Provinsi Aceh Tahun Anggaran 2012.,"Provinsi Aceh, Sumber Daya Alam, Alokasi Tambahan"
Perkiraan Alokasi Dana Bagi Hasil Sumber Daya Alam Pertambangan Minyak Bumi dan Gas Bumi dalam Rangka Otonomi Khusus di Provinsi Papua Barat Tahun Anggaran 2012.,"Alokasi Dana Bagi Hasil, Pertambangan Minyak Bumi Dan Gas Bumi, Provinsi Papua Barat"
Perkiraan Alokasi Dana Bagi Hasil Sumber Daya Alam Pertambangan Minyak Bumi dan Gas Bumi Tahun Anggaran 2012.,"Tahun Anggaran 2012, Alokasi Dana Bagi Hasil, Pertambangan Minyak Bumi Dan Gas Bumi"
"Perubahan atas Peraturan Menteri Keuangan Nomor 85/PMK.03/2011 tentang Tata Cara Pemotongan, Penyetoran, dan Pelaporan Pajak Penghasilan atas Bunga Obligasi.","Perubahan, Pajak Penghasilan, Bunga Obligasi"
Komite Koordinasi Nasional Pencegahan dan Pemberantasan Tindak Pidana Pencucian Uang.,"Komite Koordinasi Nasional, Pencucian Uang, Pemberantasan"
Peningkatan Produksi Minyak Bumi Nasional.,"Produksi, Peningkatan, Minyak Bumi"
Pelaksanaan dan Pengawasan Terkait Kegiatan Usaha Pertambangan Batubara.,"Pertambangan Batubara, Kegiatan Usaha, Pelaksanaan"
Insentif Perlindungan Lahan Pertanian Pangan Berkelanjutan.,"Lahan Pertanian, Perlindungan, Insentif"
Jenis dan Tarif atas Jenis Penerimmn Negara Bukan Pajak yang Berlaku pada Badan Kepegawaian Negara,"Pnbp, Badan Kepegawaian Negara, Tarif"
"Perlakuan Kepabeanan, Perpajakan, dan Cukai Serta Tata Laksana Pemasukan dan Pengeluaran Barang Ke dan Dari Serta Berada di Kawasan yang Telah Ditetapkan Sebagai Kawasan Perdagangan Bebas dan Pelabuhan Bebas.","Kawasan Perdagangan Bebas, Pemasukan/Pengeluaran Barang, Perlakuan Kepabeanan"
Pelaksanaan dan Pertanggungjawaban  Anggaran Transfer Ke Daerah.,"Anggaran, Pertanggungjawaban, Transfer Ke Daerah"
Penerbitan dan Penjualan Surat Berharga Syariah Negara di Pasar  Perdana dalam Negeri dengan Cara Lelang.,"Lelang, Surat Berharga Syariah Negara, Pengelolaan Pembiayaan, Pasar Perdana Dalam Negeri"
Pengelolaan Dana Reboisasi dalam Rekening Pembangunan Hutan.,"Rekening Pembangunan Hutan, Pengelolaan, Dana Reboisasi"
Jenis dan Tarif atas Jenis Penerimaan Negara Bukan Pajak yang Berlaku pada Kementerian Energi dan Sumber Daya Mineral.,"Jenis Dan Tarif, Kementerian Esdm, Penerimaan Negara Bukan Pajak"
Penambahan Penyertaan Modal Negara Republik Indonesia Ke dalam Modal Perusahaan Umum (Perum) Jasa Tirta I.,"Modal Perusahaan, Jasa Tirta I, Penyertaan Modal Negara"
Penambahan Penyertaan Modal Negara Republik Indonesia Ke dalam Modal Saham Perusahaan Perseroan (Persero) Pt Asdp Indonesia Ferry.,"Pt Asdp Indonesia Ferry, Saham Perusahaan, Penyertaan Modal Negara"
Komite Nasional Keselamatan Transportasi.,"Keselamatan, Transportasi, Komite Nasional"
Pengesahan Traktat Pelarangan Menyeluruh Uji Coba Nuklir (Comprehensive Nuclear-Test-Ban Treaty).,"Nuklir, Traktat Pelarangan, Uji Coba"
Tata Cara Pengelolaan dan Pertanggungjawaban  Fasilitas Dana Geothermal.,"Tata Cara Pengelolaan, Fasilitas Dana Geothermal, Pertanggungjawaban"
"Jenis dan Tarif atas Jenis Penerimaan Negara Bukan Pajak yang Berlaku pada Badan Meteorologi, Klimatologi, dan Geofisika.","Jenis Dan Tarif, Bmkg, Penerimaan Negara Bukan Pajak"
Jenis dan Tarif atas Jenis Penerimaan Negara Bukan Pajak yang Berlaku pada Kementerian Sosial.,"Jenis Dan Tarif, Penerimaan Negara Bukan Pajak, Kementerian Sosial"
Hibah Daerah.,Hibah Daerah
"Pelaksanaan Undang-Undang Nomor 8 Tahun 1983 tentang Pajak Pertambahan Nilai Barang dan Jasa dan Pajak Penjualan atas Barang Mewah (Lembaran Negara Republik Indonesia Tahun 1983 Nomor 51, Tambahan Lembaran Negara Republik Indonesia Nomor 3264) Sebagaimana Telah Beberapa Kali Diubah Terakhir dengan Undang-Undang Nomor 42 Tahun 2009 tentang Perubahan Ketiga atas Undang-Undang Nomor 8 Tahun 1983 tentang Pajak Pertambahan Nilai Barang dan Jasa dan Pajak Penjualan atas Barang Mewah.","Barang Mewah, Pelaksanaan, Pajak Pertambahan Nilai Barang Dan Jasa"
Perkiraan Alokasi Dana Bagi Hasil Sumber Daya Alam Kehutanan Tahun Anggaran 2012.,"Alokasi Dana Bagi Hasil, Tahun Anggaran 2012, Sumber Daya Alam Kehutanan"
Perkiraan Alokasi Dana Bagi Hasil Sumber Daya Alam Pertambangan Panas Bumi Tahun Anggaran 2012.,"Alokasi Dana Bagi Hasil, Sumber Daya Alam, Tahun Anggaran 2012"
Surat Utang Negara Seri Benchmark Tahun 2012,Utang Negara
Dana Alokasi Umum Daerah Provinsi dan Kabupaten/Kota Tahun Anggaran 2012.,"Dana Alokasi Umum, Kabupaten/Kota, Tahun Anggaran 2012"
Penambahan Penyertaan Modal Negara Republik Indonesia Ke dalam Modal Saham Perusahaan Perseroan (Persero) Pt Pelabuhan Indonesia I.,"Penyertaan Modal Negara, Pt Pelabuhan Indonesia I, Modal Saham"
Penambahan Penyertaan Modal Negara Republik Indonesia Ke dalam Modal Saham Perusahaan Perseroan (Persero) Pt Pelabuhan Indonesia Iv.,"Penyertaan Modal Negara, Pt Pelabuhan Indonesia Iv, Modal Saham"
Penambahan Penyertaan Modal Negara Republik Indonesia Ke dalam Modal Saham Perusahaan Perseroan (Persero) Pt Pengerukan Indonesia.,"Penyertaan Modal Negara, Pt Pengerukan Indonesia, Modal Saham"
Penambahan Penyertaan Modal Negara Republik Indonesia Ke dalam Modal Saham Perusahaan Perseroan (Persero) Pt Angkasa Pura I.,"Pt Angkasa Pura I, Modal Saham, Penyertaan Modal Negara"
Perubahan atas Peraturan Pemerintah Nomor 5 Tahun 2005 tentang Penyertaan Modal Negara Republik Indonesia untuk Pendirian Perusahaan Perseroan (Persero) di Bidang Pembiayaan Sekunder Perumahan.,"Pembiayaan Sekunder Perumahan, Perubahan, Penyertaan Modal Negara"
Tata Cara Pelaksanaan Hak dan Pemenuhan Kewajiban Perpajakan.,"Hak Dan Pemenuhan, Kewajiban Perpajakan, Tata Cara Pelaksanaan"
Penambahan Penyertaan Modal Negara Republik Indonesia Ke dalam Modal Saham Perusahaan Perseroan (Persero) Pt Dirgantara Indonesia.,"Pt Dirgantara Indonesia, Penyertaan Modal Negara, Modal Saham"
Penambahan Penyertaan Modal Negara Republik Indonesia Ke dalam Modal Saham Perusahaan Perseroan (Persero) Pt Inhutani I.,"Modal Saham, Pt Inhutani I, Penyertaan Modal Negara"
Penambahan Penyertaan Modal Negara Republik Indonesia Ke dalam Modal Saham Perusahaan Perseroan (Persero) Pt Sarana Multigriya Finansial.,"Pt Sarana Multigriya Finansial, Penyertaan Modal Negara, Modal Saham"
Penambahan Penyertaan Modal Negara Republik Indonesia pada Islamic Corporation For The Development Of The Private Sector.,"Penambahan, Islamic Corporation For The Development Of The Private Sector, Penyertaan Modal Negara"
Penyertaan Modal Negara Republik Indonesia dalam Rangka Pendirian Asean Infrastructure Fund.,"Penyertaan Modal Negara, Pendirian, Asean Infrastructure Fund"
Penambahan Penyertaan Modal Negara Republik Indonesia pada International Fund For Agricultural Development.,"Penambahan, International Fund For Agricultural Development, Penyertaan Modal Negara"
Penambahan Penyertaan Modal Negara Republik Indonesia pada Islamic Development Bank.,"Islamic Development Bank, Penyertaan Modal Negara, Penambahan"
Penambahan Penyertaan Modal Negara Republik Indonesia pada Asian Development Bank.,"Penambahan, Asian Development Bank, Penyertaan Modal Negara"
Penambahan Penyertaan Modal Negara Republik Indonesia pada International Bank For Reconstruction And Development.,"International Bank For Reconstruction And Development, Penyertaan Modal Negara, Penambahan"
Penambahan Penyertaan Modal Negara Republik Indonesia pada International Monetary Fund.,"Penambahan, Penyertaan Modal Negara, International Monetary Fund"
Penyertaan Modal Negara Republik Indonesia untuk Pembentukan Credit Guarantee And Investment Facility.,"Credit Guarantee And Investment Facility, Penyertaan Modal Negara, Pembentukan"
Penetapan Pt Geo Dipa Energi Sebagai Perusahaan Perseroan (Persero) Pt Geo Dipa Energi.,"Pt Geo Dipa Energi, Penetapan, Perusahaan Perseroan"
Penambahan Penyertaan Modal Negara Republik Indonesia Ke dalam Modal Perusahaan Umum (Perum) Jaminan Kredit Indonesia.,"Modal Perusahaan, Penyertaan Modal Negara, Jaminan Kredit Indonesia"
Penambahan Penyertaan Modal Negara Republik Indonesia Ke dalam Modal Saham Perusahaan Perseroan (Persero) Pt Asuransi Kredit Indonesia.,"Penyertaan Modal Negara, Modal Saham, Pt. Asuransi Kredit Indonesia"
Batasan Maksimum Biaya Remunerasi Tenaga Kerja Asing untuk Kontraktor Kontrak Kerja Sama Minyak dan Gas Bumi.,"Minyak Dan Gas Bumi, Tenaga Kerja Asing, Remunerasi"
Tata Cara Pemotongan dan Pembayaran Pajak Penghasilan atas Penghasilan Lain Kontraktor Berupa Uplift atau Imbalan Lain yang Sejenis dan/atau Penghasilan Kontraktor Dari Pengalihan Participating Interest.,"Kontraktor, Pajak Penghasilan, Participating Interest"
Batasan Pengeluaran Alokasi Biaya Tidak Langsung Kantor Pusat yang Dapat Dikembalikan dalam Penghitungan Bagi Hasil dan Pajak Penghasilan Bagi Kontraktor Kontrak Kerja Sama Minyak dan Gas Bumi.,"Alokasi Biaya, Minyak Dan Gas Bumi, Pajak Penghasilan"
Perubahan atas Peraturan Menteri Keuangan Nomor 147/PMK.04/2011 tentang Kawasan Berikat.,"Perubahan, Peraturan Menteri Keuangan, Kawasan Berikat"
"Pembebasan Bea Masuk atas Impor Barang dan Bahan untuk Diolah, Dirakit, atau Dipasang pada Barang Lain dengan Tujuan untuk Diekspor.","Diekspor, Impor Barang Dan Bahan, Pembebasan Bea Masuk"
"Pengembalian Bea Masuk yang Telah Dibayar atas Impor Barang dan Bahan untuk Diolah, Dirakit, atau Dipasang pada Barang Lain dengan Tujuan untuk Diekspor.","Pengembalian Bea Masuk, Diekspor, Impor Barang Dan Bahan"
Organisasi dan Tata Kerja Lembaga Pengelola Dana Pendidikan.,"Organisasi Dan Tatakerja, Dana Pendidikan, Lembaga Pengelola"
Perubahan atas Peraturan Menteri Keuangan Nomor 135/PMK.01/2011 tentang Organisasi dan Tata Kerja Pusat Investasi Pemerintah.,"Perubahan, Pusat Investasi Pemerintah, Organisasi Dan Tatakerja"
Tata Cara Pengelolaan Barang Milik Negara yang Tidak Digunakan untuk Menyelenggarakan Tugas dan Fungsi Kementerian/Lembaga.,"Tata Cara Pengelolaan, Barang Milik Negara, Tugas Dan Fungsi"
Pengukuran dan Evaluasi Kinerja atas Pelaksanaan Rencana Kerja dan Anggaran Kementerian Negara/Lembaga.,"Rencana Kerja Dan Anggaran, Kementerian Negara/Lembaga, Evaluasi Kinerja"
Mekanisme Penetapan Jabatan dan Peringkat Bagi Pelaksana dalam Kelompok Jabatan Awak Kapal Patroli di Lingkungan Pangkalan Sarana Operasi Bea dan Cukai.,"Awak Kapal Patroli, Bea Dan Cukai, Penetapan Jabatan Dan Peringkat"
Mekanisme Penetapan Jabatan dan Peringkat Bagi Pelaksana di Lingkungan Kementerian Keuangan.,"Penetapan Jabatan Dan Peringkat, Pelaksana, Kementerian Keuangan"
Tata Cara Penetapan Sumber Pembiayaan dan Pencarian Sumber Pembiayaan Alternatif.,"Sumber Pembiayaan, Pengelolaan Pembiayaan, Pembiayaan Alternatif"
Peta Kapasitas Fiskal Daerah.,"Daerah, Peta Kapasitas Fiskal"
Pemberian Premi.,"Pemberian, Premi"
Pedoman Umum dan Alokasi Dana Insentif Daerah Tahun Anggaran 2012.,"Pedoman Umum, Dana Insentif Daerah, Tahun Anggaran 2012"
Perubahan atas Peraturan Menteri Keuangan Nomor 131/PMK.05/2009 tentang Kredit Usaha Pembibitan Sapi.,"Pembibitan Sapi, Kredit Usaha, Perubahan"
Pedoman Umum dan Alokasi Dana Otonomi Khusus Provinsi Papua dan Provinsi Papua Barat Serta Dana Tambahan Infrastruktur Provinsi Papua  dan Provinsi Papua Barat Tahun Anggaran 2012.,"Dana Otonomi Khusus, Provinsi Papua Barat, Infrastruktur"
Pedoman Umum dan Alokasi Dana Otonomi Khusus Provinsi Aceh Tahun Anggaran 2012.,"Otonomi Khusus, Provinsi Aceh, Tahun Anggaran 2011"
Pelaksanaan Anggaran Tahun Anggaran 2012 di Lingkungan Kementerian Keuangan.,"Tahun Anggaran 2011, Pelaksanaan Anggaran, Kementerian Keuangan"
Standar Barang dan Standar Kebutuhan Barang Milik Negara Berupa Tanah dan/atau Bangunan.,"Barang Milik Negara, Tanah Dan Bangunan, Standar Kebutuhan"
Pedoman Umum Sistem Akuntansi Pemerintahan.,"Sistem Akuntansi, Pedoman Umum, Pemerintah"
Perubahan atas Peraturan Menteri Keuangan Nomor 228/PMK.05/2010 tentang Mekanisme Pelaksanaan dan Pertanggungjawaban atas Pajak Ditanggung Pemerintah.,"Perubahan, Pertanggungjawaban, Pajak Ditanggung Pemerintah"
Perubahan atas Peraturan Menteri Keuangan Nomor 63/PMK.05/2010 tentang Mekanisme Pelaksanaan dan Pertanggungjawaban atas Bea Masuk Ditanggung Pemerintah.,"Bea Masuk Ditanggung Pemerintah, Pertanggungjawaban, Perubahan"
Sistem Akuntansi dan Pelaporan Keuangan Badan Lainnya.,"Badan Lainnya, Pelaporan Keuangan, Sistem Akuntansi"
Sistem Akuntansi Transaksi Khusus.,"Transaksi Khusus, Sistem Akuntansi"
Perubahan atas Peraturan Menteri Keuangan Nomor 171/PMK.05/2007 tentang Sistem Akuntansi dan Pelaporan Keuangan Pemerintah Pusat.,"Pemerintah Pusat, Perubahan, Sistem Akuntansi"
Alokasi Dana Bagi Hasil Sumber Daya Alam Perikanan Tahun Anggaran 2011.,"Sumber Daya Alam Perikanan, Tahun Anggaran 2011, Alokasi Dana Bagi Hasil"
Pajak Penghasilan Ditanggung Pemerintah dan Penghitungan Penerimaan Negara Bukan Pajak atas Hasil Pengusahaan Sumber Daya Panas Bumi untuk Pembangkitan Energi/Listrik Tahun Anggaran 2011.,"Pajak Penghasilan Ditanggung Pemerintah, Sumber Daya Panas Bumi, Pembangkit Energi/Listrik"
Penambahan Penyertaan Modal Negara Republik Indonesia Ke dalam Modal Saham Perusahaan Perseroan (Persero) Pt Merpati Nusantara Airlines.,"Pt Merpati Nusantara Airlines, Modal Saham, Penyertaan Modal Negara"
Penambahan Penyertaan Modal Negara Republik Indonesia Ke dalam Modal Saham Perusahaan Perseroan (Persero) Pt Pelabuhan Indonesia Ii.,"Pt Pelabuhan Indonesia Ii, Modal Saham, Penyertaan Modal Negara"
Pendirian Perusahaan Penerbit Surat Berharga Syariah Negara Indonesia Iii.,"Surat Berharga Syariah Negara, Perusahaan Penerbit, Pengelolaan Pembiayaan"
Pembiayaan Proyek Melalui Penerbitan Surat Berharga Syariah Negara.,"Pembiayaan Proyek, Surat Berharga Syariah Negara, Pengelolaan Pembiayaan"
